date,active_suppliers,disrupted_suppliers,degraded_suppliers,affected_items,failed_items,blocked_assemblies,final_product_id,final_product_status,service_level,active_backup_switches,active_substitutions,affected_key_items,failed_key_items,disrupted_key_suppliers,degraded_key_suppliers,affected_non_key_items,failed_non_key_items,disrupted_non_key_suppliers,degraded_non_key_suppliers,supply_available_items,supply_degraded_items,supply_unavailable_items,supply_effective_available_items,supply_effective_degraded_items,supply_effective_unavailable_items,supply_effective_affected_items,supply_blocked_assemblies,supply_affected_products,supply_failed_products,total_requested_demand,total_fulfilled_demand,total_backlog_demand,total_lost_demand,demand_fulfillment_rate,demand_backlog_items,demand_lost_items,demand_backlog_products,demand_lost_products,fused_active_items,fused_affected_items,fused_failed_items,fused_active_products,fused_affected_products,fused_failed_products,system_service_level,system_root_cause,root_cause_supply_constraint_items,root_cause_demand_items,root_cause_mixed_items,root_cause_supply_constraint_products,root_cause_demand_products,root_cause_mixed_products,policy_daily_cost,policy_cumulative_cost,policy_event_count,pending_backup_switches,pending_substitutions,pending_priority_repairs,active_priority_repairs,backup_supplier_switch_daily_cost,backup_supplier_switch_cumulative_cost,equivalent_material_substitution_daily_cost,equivalent_material_substitution_cumulative_cost,priority_repair_daily_cost,priority_repair_cumulative_cost
2025-07-24,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-07-25,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-07-26,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-07-27,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-07-28,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-07-29,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-07-30,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-07-31,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-01,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-02,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-03,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-04,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-05,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-06,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-07,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-08,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-09,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-10,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-11,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-12,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
2025-08-13,21,0,0,2,2,0,MID0006,active,1.0,0,0,0,0,0,0,2,2,0,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,5816.5659,8,0,0,0,4,0.0,0.0,0.0,0.0,0.0,5816.5659
